Date,Text_clean
2020-12-31,Ash HAPPY NEE YEAR ASH 
2020-12-31,Ash hows 2021 Ash
2020-12-31,Ash Happy New New Year Hope its a good one for you 
2020-12-31,Ash Happy new year ash 
2020-12-31,   Ash If u see these 12 yearold children they are probably from among us era or valorant era if u see them u can just spam Pee Pee pain And they will go away
2020-12-31,Ash Happy new year to you too Ash much love 
2020-12-31,   Ash Oh noI swear we are two complete separate groupsWe have the first 12 yearold children who think xqc trash talking is personal and will go to someone stream and crash itAnd we have the chads who will go to the chat of a person who xqc offended and spam xqcL and apologize
2020-12-31,Ash also thank u for making my 2020 a lot better D
2020-12-31,Ash YAY i hope ull have a great year ahead ash u deserve it lt33
2020-12-31,   Husband       Ash           Kaikai love you beri much  to many more wikwik motmot to comeee
2020-12-31,Ash Happy new year wherever you are 
2020-12-31,Ash Happy new year Ash
2020-12-31,Ash Happy new year Ash I am glad i get to know you Looking forward to watch more of your streams 
2020-12-31,Ash Happy New Year
2020-12-31,Ash HAPPY NEW YEAR ASH
2020-12-31,Ash Happy New Year Ash 
2020-12-31,Ash 5 more hours for me Happy new year ash
2020-12-31,Ash Happy New Year Ash
2020-12-31,Ash Happy New Year Ash 
2020-12-31,Ash I wish you a very happy new year to you too Ash D
2020-12-31,Ash happy new year ash  
2020-12-31,   Ash Its a death threatsensitive or not its nothing to joke about You gotta be 13 yrs old you moron
2020-12-31,Ash Happy new year ash 
2020-12-31,Ash Happy New Year Ash 
2020-12-31,Ash HAPPY NEW YEAR
2020-12-31,Ash ash happy new year I hope you will thrive more on your blessings and success this 2021
2020-12-31,   Husband       Ash           Loveu kaibabe
2020-12-31, and Ash have the most wholesome friendship EVER 
2020-12-31,Ash its still 2020 here 
2020-12-31,Ash Its ok darling take care of yourself and have a happy new year 
2020-12-31,Ash Happy new year I hope youre gonna have an amazing 2021 
2020-12-31,Ash You too lovely have a good one
2020-12-31,Ash Happy new year Ash
2020-12-31,Ash Happy new year ash
2020-12-31,Ash Happy New Year Ash  Ill be seeing the new year 16 hours roughly
2020-12-31,Ash Happy New Years ash 
2020-12-31,Ash Happy New Year Ash
2020-12-31,Ash Happy New Year Ash
2020-12-31,Ash Happy new year Ash
2020-12-31,Ash Happy new year Ash Happy to know you before 2020 ends and starting to know you more in 2021
2020-12-31,Ash HAPPY NEW YEAR 
2020-12-31,Ash Happy New Year Ashhhh 
2020-12-31,Ash happy new year ash 
2020-12-31,Ash Happy new year
2020-12-31,Ash Happy new year Ash Well be joining you in 2021 in around 11 hours 
2020-12-31,Ash happy new year ash 
2020-12-31,Ash Happy New Year Ash 
2020-12-31,Ash happy new year ash
