RP_ENTITY_ID,RELEVANCE,ESS,RPNA_DATE_UTC,RPNA_TIME_UTC
4A6F00,100,61,7/21/2021,30:03.1
4A6F00,100,61,7/27/2021,30:11.9
4A6F00,100,88,7/29/2021,45:07.8
4A6F00,100,61,7/29/2021,00:10.3
4A6F00,100,61,8/3/2021,00:04.2
4A6F00,100,61,8/5/2021,15:21.4
4A6F00,100,69,8/5/2021,00:01.0
4A6F00,100,69,8/5/2021,00:03.3
4A6F00,100,61,8/10/2021,00:07.1
4A6F00,100,61,8/10/2021,00:30.0
4A6F00,100,64,8/10/2021,00:17.3
4A6F00,100,64,8/10/2021,00:17.9
4A6F00,100,61,8/11/2021,00:11.1
4A6F00,100,69,8/17/2021,30:04.5
4A6F00,100,61,8/18/2021,00:01.7
4A6F00,100,61,8/18/2021,00:02.2
4A6F00,100,69,8/19/2021,00:06.1
D8442A,100,54,1/5/2021,00:16.1
D8442A,100,43,1/22/2021,21:32.3
D8442A,100,50,1/27/2021,30:01.0
D8442A,100,50,1/27/2021,30:01.0
D8442A,100,50,1/27/2021,30:01.0
D8442A,100,61,2/9/2021,25:03.5
D8442A,100,61,2/10/2021,00:09.6
D8442A,100,64,3/3/2021,01:25.7
D8442A,100,61,3/3/2021,05:03.4
D8442A,100,49,3/3/2021,05:03.5
D8442A,100,54,3/23/2021,00:30.8
D8442A,100,69,3/25/2021,12:02.6
D8442A,100,64,4/15/2021,00:01.9
D8442A,100,64,4/20/2021,05:00.5
D8442A,100,64,4/20/2021,06:00.4
D8442A,100,64,4/20/2021,06:00.4
D8442A,100,61,4/20/2021,30:03.4
D8442A,100,64,4/20/2021,58:00.2
D8442A,100,64,4/20/2021,58:00.3
D8442A,100,58,4/22/2021,05:04.3
D8442A,100,50,4/28/2021,30:00.6
D8442A,100,50,4/28/2021,30:00.7
D8442A,100,50,4/28/2021,30:00.7
D8442A,100,64,5/19/2021,00:00.7
D8442A,100,64,5/19/2021,00:00.7
D8442A,100,64,6/7/2021,45:00.3
D8442A,100,64,6/7/2021,45:00.3
D8442A,100,64,6/7/2021,45:00.4
D8442A,100,64,6/7/2021,45:00.4
D8442A,100,64,6/9/2021,30:08.5
D8442A,100,58,6/25/2021,44:01.9
D8442A,100,50,7/27/2021,30:01.8
D8442A,100,50,7/27/2021,30:01.8
D8442A,100,50,7/27/2021,30:01.8
ECD263,100,50,1/19/2021,00:02.7
ECD263,100,61,3/1/2021,14:00.3
ECD263,100,50,3/15/2021,00:01.9
ECD263,100,35,4/6/2021,37:50.8
ECD263,100,50,4/20/2021,00:03.9
ECD263,100,61,6/9/2021,31:00.3
ECD263,100,50,6/15/2021,00:01.8
ECD263,100,50,7/20/2021,00:02.9
ECD263,100,22,8/18/2021,22:32.6
