Date,Ticker,OTC_Short,OTC_Total,DPI
4/16/2019,NFLX,4243759,7997877,0.530610686
4/15/2019,NFLX,1758706,4482295,0.392367303
4/12/2019,NFLX,4008120,6899692,0.580912887
4/11/2019,NFLX,1575619,2838102,0.555166446
4/10/2019,NFLX,988979,1916443,0.516049264
4/9/2019,NFLX,1119936,2203851,0.508172286
4/8/2019,NFLX,1098836,1847056,0.59491212
4/5/2019,NFLX,902510,1545248,0.584055116
4/4/2019,NFLX,1301291,2166129,0.600744923
4/3/2019,NFLX,1414353,2395182,0.590499177
4/2/2019,NFLX,1258128,2178012,0.57764971
4/1/2019,NFLX,1818064,3213505,0.565757327
3/29/2019,NFLX,996637,1713524,0.581630021
3/28/2019,NFLX,1280967,2088564,0.613324275
3/27/2019,NFLX,2275421,3746716,0.607310776
3/26/2019,NFLX,2003047,3203731,0.625223216
3/25/2019,NFLX,2540480,3927837,0.646788551
3/22/2019,NFLX,2207927,3827442,0.576867527
3/21/2019,NFLX,2125349,3791183,0.560603115
3/20/2019,NFLX,3037427,5079126,0.598021589
3/19/2019,NFLX,1998462,3351770,0.596240792
3/18/2019,NFLX,1707307,3090683,0.552404436
3/15/2019,NFLX,1696850,2908415,0.583427743
3/14/2019,NFLX,1119704,2316471,0.483366293
3/13/2019,NFLX,1322997,2719620,0.486463918
3/12/2019,NFLX,1113502,1991003,0.559266862
3/11/2019,NFLX,1095469,1989661,0.550580727
3/8/2019,NFLX,1878320,3166171,0.593246543
3/7/2019,NFLX,1693486,2802531,0.604270212
3/6/2019,NFLX,1706481,2814707,0.606273051
3/5/2019,NFLX,1770775,2900995,0.610402638
3/4/2019,NFLX,1751355,3108326,0.563439935
3/1/2019,NFLX,1328588,2391779,0.555481088
2/28/2019,NFLX,1730256,2830908,0.611201777
2/27/2019,NFLX,1705729,2740716,0.622366199
2/26/2019,NFLX,1475832,2434459,0.60622586
2/25/2019,NFLX,2153116,3731471,0.577015338
2/22/2019,NFLX,2018755,3460294,0.58340563
2/21/2019,NFLX,1785661,2854186,0.625628813
2/20/2019,NFLX,2510242,4388642,0.571986049
2/19/2019,NFLX,2192163,3762812,0.582586374
2/15/2019,NFLX,2569278,4422057,0.58101422
2/14/2019,NFLX,2955708,4878490,0.60586534
2/13/2019,NFLX,3164134,5092848,0.621289699
2/12/2019,NFLX,2734170,4845748,0.564241063
2/11/2019,NFLX,1311535,2238364,0.585934638
2/8/2019,NFLX,2140014,3604101,0.593771928
2/7/2019,NFLX,1142301,1986958,0.574899419
2/6/2019,NFLX,1918385,3274907,0.585783047
2/5/2019,NFLX,2439028,4283438,0.569408965
2/4/2019,NFLX,2908996,4552620,0.638971845
2/1/2019,NFLX,2101958,3759563,0.559096363
1/31/2019,NFLX,1993367,3591773,0.554981342
1/30/2019,NFLX,2513294,4122301,0.609682311
1/29/2019,NFLX,2315994,3679194,0.629484066
1/28/2019,NFLX,2229124,3540698,0.629571909
1/25/2019,NFLX,3187624,4769536,0.668330001
1/24/2019,NFLX,3209611,5090765,0.630477148
1/23/2019,NFLX,4096874,6418055,0.638335758
1/22/2019,NFLX,5102054,8439120,0.604571804
1/18/2019,NFLX,7847751,13019540,0.602767149
1/17/2019,NFLX,4240456,7042754,0.602101962
1/16/2019,NFLX,4430138,7442846,0.595220968
1/15/2019,NFLX,6581612,10421344,0.63155117
1/14/2019,NFLX,3120842,5102969,0.611573772
1/11/2019,NFLX,3445812,5663336,0.608442091
1/10/2019,NFLX,2281175,3546133,0.643285235
1/9/2019,NFLX,2142910,3714541,0.576897657
1/8/2019,NFLX,4730081,7336489,0.644733605
1/7/2019,NFLX,3223688,5074518,0.635269793
1/4/2019,NFLX,3525883,5492095,0.641992355
1/3/2019,NFLX,2745276,4142255,0.662749155
1/2/2019,NFLX,1899170,3199351,0.593611017
12/31/2018,NFLX,2398966,3971819,0.603996809
12/28/2018,NFLX,1923611,3171424,0.606544883
12/27/2018,NFLX,2116577,3417434,0.619346855
12/26/2018,NFLX,2205276,3821156,0.577122735
12/24/2018,NFLX,1082159,2340163,0.462428899
12/21/2018,NFLX,2448604,4823541,0.507636195
12/20/2018,NFLX,2783261,4938386,0.563597297
12/19/2018,NFLX,1835185,3895902,0.471055227
12/18/2018,NFLX,1228448,2823164,0.435131647
12/17/2018,NFLX,977672,2026126,0.482532676
12/14/2018,NFLX,2115108,4347631,0.486496669
12/13/2018,NFLX,1766862,4017452,0.439796667
12/12/2018,NFLX,1787181,5185897,0.344623312
12/11/2018,NFLX,2464304,4441153,0.55487933
12/10/2018,NFLX,1944815,4348408,0.44724759
12/7/2018,NFLX,1700411,2866841,0.593130557
12/6/2018,NFLX,2904999,5430510,0.534940365
12/4/2018,NFLX,3549377,5875230,0.604125626
12/3/2018,NFLX,2997133,6591749,0.454679479
11/30/2018,NFLX,3081868,5363710,0.574577671
11/29/2018,NFLX,4219767,7576344,0.55696613
11/28/2018,NFLX,2190780,3945049,0.555323901
11/27/2018,NFLX,1358062,2807935,0.483651509
11/26/2018,NFLX,1936048,5690698,0.340212747
11/23/2018,NFLX,906313,2533032,0.357797691
11/21/2018,NFLX,1734610,4570103,0.379555997
11/20/2018,NFLX,2097946,6624205,0.316709099
11/19/2018,NFLX,2124126,6068687,0.350014097
11/16/2018,NFLX,2448486,4312412,0.567776456
11/15/2018,NFLX,2409366,4522457,0.532755978
11/14/2018,NFLX,4668370,8435817,0.553398681
11/13/2018,NFLX,3018112,5305893,0.568822628
11/12/2018,NFLX,1296608,2569105,0.50469249
11/9/2018,NFLX,3903082,6518089,0.598807718
11/8/2018,NFLX,3067679,5089149,0.602788207
11/7/2018,NFLX,3564760,6548576,0.544356514
11/6/2018,NFLX,3021797,4794619,0.630247576
11/5/2018,NFLX,3349076,5411000,0.618938459
11/2/2018,NFLX,2359291,3718860,0.634412428
11/1/2018,NFLX,2258265,3744573,0.603076773
10/31/2018,NFLX,5430989,9678108,0.561162264
10/30/2018,NFLX,5731998,10023279,0.571868547
10/29/2018,NFLX,3064010,5885152,0.520633962
10/26/2018,NFLX,3608191,8713109,0.414110623
10/25/2018,NFLX,1318129,3056649,0.431233354
10/24/2018,NFLX,3504582,8722411,0.401790514
10/23/2018,NFLX,2638415,7210671,0.365904227
10/22/2018,NFLX,3646345,8533045,0.427320493
10/19/2018,NFLX,4450672,8610917,0.516863883
10/18/2018,NFLX,3625674,9102284,0.398325739
10/17/2018,NFLX,6857751,16421085,0.417618629
10/16/2018,NFLX,2895961,7491539,0.386564229
10/15/2018,NFLX,2208111,5503220,0.40123982
10/12/2018,NFLX,2906996,6731185,0.431869871
10/11/2018,NFLX,2810193,7568035,0.371323996
10/10/2018,NFLX,3492474,8704500,0.401226262
10/9/2018,NFLX,1736832,4277640,0.406025753
10/8/2018,NFLX,2689206,6447821,0.417072062
10/5/2018,NFLX,2536823,6617655,0.383341682
10/4/2018,NFLX,1627482,4007570,0.406101952
10/3/2018,NFLX,848485,2559618,0.331488918
10/2/2018,NFLX,1452352,4038995,0.35958252
10/1/2018,NFLX,1165762,3466666,0.336277565
9/28/2018,NFLX,1051420,2730859,0.385014386
9/27/2018,NFLX,1240599,3379035,0.367145946
9/26/2018,NFLX,2551082,6456940,0.395091483
9/25/2018,NFLX,1032935,3068373,0.33663932
9/24/2018,NFLX,1191784,4181372,0.285022237
9/21/2018,NFLX,1899831,3297092,0.576214131
9/20/2018,NFLX,1562438,2810753,0.555878798
9/19/2018,NFLX,3253226,5784312,0.56242229
9/18/2018,NFLX,2513498,4420963,0.568540836
9/17/2018,NFLX,1545749,3222042,0.479742039
9/14/2018,NFLX,947139,1990943,0.475723815
9/13/2018,NFLX,1951075,3738109,0.521941709
9/12/2018,NFLX,3112884,5036224,0.618098798
9/11/2018,NFLX,1772047,2929889,0.604817111
9/10/2018,NFLX,1545826,2647640,0.583850524
9/7/2018,NFLX,3174370,4887171,0.649531191
9/6/2018,NFLX,4136941,6925775,0.597325354
9/5/2018,NFLX,3917819,6559784,0.597248172
9/4/2018,NFLX,2185149,3692765,0.591737898
8/31/2018,NFLX,1647683,3463505,0.475727045
8/30/2018,NFLX,2839978,6142938,0.462315915
8/29/2018,NFLX,2160810,4037496,0.53518567
8/28/2018,NFLX,2528959,4582682,0.551851296
8/27/2018,NFLX,4861714,8923858,0.54479957
8/24/2018,NFLX,3400163,7825626,0.434490864
8/23/2018,NFLX,2347286,5414220,0.433540935
8/22/2018,NFLX,1907038,4501104,0.423682279
8/21/2018,NFLX,2636297,6292934,0.418929708
8/20/2018,NFLX,2346302,6665084,0.352028872
8/17/2018,NFLX,1329813,4571965,0.290862463
8/16/2018,NFLX,974823,3048063,0.319817209
8/15/2018,NFLX,1598113,5066148,0.315449332
8/14/2018,NFLX,906622,2635461,0.344008885
8/13/2018,NFLX,1204913,3121094,0.386054698
8/10/2018,NFLX,644540,1938888,0.33242766
8/9/2018,NFLX,768235,2100458,0.365746423
8/8/2018,NFLX,992474,2475731,0.400881194
8/7/2018,NFLX,1709971,3790812,0.45108304
8/6/2018,NFLX,1684299,4069788,0.413854235
8/3/2018,NFLX,1630360,3707981,0.439689416
8/2/2018,NFLX,997064,3098160,0.321824567
8/1/2018,NFLX,1267707,3522313,0.359907538
7/31/2018,NFLX,2355325,6676421,0.352782576
7/30/2018,NFLX,2632572,8595389,0.306277238
7/27/2018,NFLX,1932333,4044473,0.47777127
7/26/2018,NFLX,1337809,3103166,0.431111001
7/25/2018,NFLX,1734572,4163489,0.416615007
7/24/2018,NFLX,3050991,7295933,0.418176949
7/23/2018,NFLX,2446755,6103805,0.400857334
7/20/2018,NFLX,4787060,7733818,0.618977587
7/19/2018,NFLX,5415219,8908321,0.607883236
7/18/2018,NFLX,5817578,11349366,0.512590571
7/17/2018,NFLX,17164425,26145531,0.656495559
7/16/2018,NFLX,5518457,9166359,0.602033697
7/13/2018,NFLX,4156962,7553314,0.550349423
7/12/2018,NFLX,2595173,4742290,0.547240468
7/11/2018,NFLX,2701175,4632913,0.583040303
7/10/2018,NFLX,2576882,4332725,0.594748571
7/9/2018,NFLX,2858716,4789930,0.596817908
7/6/2018,NFLX,2388208,3998582,0.59726373
7/5/2018,NFLX,2294992,3973505,0.577573704
7/3/2018,NFLX,1429155,2389748,0.59803586
7/2/2018,NFLX,1777819,3016647,0.589336107
6/29/2018,NFLX,2559246,4211279,0.607712289
6/28/2018,NFLX,3769583,6200455,0.607952642
6/27/2018,NFLX,4459831,7004527,0.636706947
6/26/2018,NFLX,4330959,6525829,0.663664187
6/25/2018,NFLX,5101240,9299763,0.548534409
6/22/2018,NFLX,3000942,4803880,0.624691291
6/21/2018,NFLX,5700685,8982321,0.634656121
6/20/2018,NFLX,4987149,8023931,0.621534383
6/19/2018,NFLX,4673813,8148627,0.573570615
6/18/2018,NFLX,1767715,3025868,0.584200963
6/15/2018,NFLX,3415920,5722726,0.596904342
6/14/2018,NFLX,4196916,7029564,0.597037882
6/13/2018,NFLX,5412785,9224688,0.586771607
6/12/2018,NFLX,985370,1807674,0.545103819
6/11/2018,NFLX,1233220,2104729,0.585928165
6/8/2018,NFLX,1200121,2125801,0.564550021
6/7/2018,NFLX,2102894,3410022,0.616680479
6/6/2018,NFLX,1564520,2720283,0.575131337
6/5/2018,NFLX,2398744,3832940,0.625823519
6/4/2018,NFLX,1890233,3166882,0.596875097
6/1/2018,NFLX,1602769,2904820,0.551761899
5/31/2018,NFLX,1316645,2250435,0.585062444
5/30/2018,NFLX,1408726,2369192,0.594601873
5/29/2018,NFLX,2410412,3966369,0.607712495
5/25/2018,NFLX,2005359,3295727,0.608472425
5/24/2018,NFLX,3901249,6396486,0.609905032
5/23/2018,NFLX,2623556,4501013,0.582881231
5/22/2018,NFLX,1538818,2632883,0.584461216
5/21/2018,NFLX,1671651,2778660,0.601603291
5/18/2018,NFLX,733929,1188876,0.617330151
5/17/2018,NFLX,1033937,1734247,0.596187856
5/16/2018,NFLX,712734,1463674,0.486948597
5/15/2018,NFLX,986083,1984238,0.496958026
5/14/2018,NFLX,893619,1580181,0.565516862
5/11/2018,NFLX,859901,1618483,0.531300607
5/10/2018,NFLX,1272922,2325501,0.547375383
5/9/2018,NFLX,1237466,2311982,0.535240326
5/8/2018,NFLX,1028846,1932467,0.532400295
5/7/2018,NFLX,1534075,2926334,0.524231
5/4/2018,NFLX,1606751,3071167,0.523172787
5/3/2018,NFLX,1330070,2449353,0.543029118
5/2/2018,NFLX,1177391,2296574,0.51267279
5/1/2018,NFLX,1411500,2549874,0.553556764
4/30/2018,NFLX,1403748,2625194,0.534721624
4/27/2018,NFLX,1514894,3211785,0.471667313
4/26/2018,NFLX,1905419,4056351,0.46973721
4/25/2018,NFLX,3461698,6628873,0.522215164
4/24/2018,NFLX,2732288,5959883,0.458446584
4/23/2018,NFLX,1948917,4142267,0.470495263
4/20/2018,NFLX,1744922,3868180,0.451096381
4/19/2018,NFLX,1724641,3771908,0.45723305
4/18/2018,NFLX,2215614,5186387,0.42719797
4/17/2018,NFLX,6399813,13003980,0.492142636
4/16/2018,NFLX,4049111,7104245,0.569956554
4/13/2018,NFLX,3116266,5077955,0.613685234
4/12/2018,NFLX,2342632,4064340,0.576386818
4/11/2018,NFLX,3987041,6934692,0.574941324
4/10/2018,NFLX,2291049,4179194,0.548203553
4/9/2018,NFLX,2534108,4386100,0.577758829
4/6/2018,NFLX,2991907,4855364,0.61620653
4/5/2018,NFLX,2993985,5016911,0.596778576
4/4/2018,NFLX,3040121,5371241,0.565999738
4/3/2018,NFLX,3075575,5432805,0.566111797
4/2/2018,NFLX,3232827,5702217,0.566942121
3/29/2018,NFLX,4247217,7729560,0.549477202
3/28/2018,NFLX,3999494,8012481,0.499158001
3/27/2018,NFLX,2638473,4820912,0.547297482
3/26/2018,NFLX,2015632,4661674,0.432383732
3/23/2018,NFLX,2042778,3519537,0.580411003
3/22/2018,NFLX,1988611,3377338,0.588810181
3/21/2018,NFLX,1164132,2159503,0.539074037
3/20/2018,NFLX,1146225,2325365,0.492922616
3/19/2018,NFLX,2033094,3751039,0.542008228
3/16/2018,NFLX,1477928,2598664,0.568726084
3/15/2018,NFLX,1417457,2255464,0.628454722
3/14/2018,NFLX,2785244,4783615,0.58224669
3/13/2018,NFLX,3121641,5552335,0.5622213
3/12/2018,NFLX,4801143,8685989,0.552745692
3/9/2018,NFLX,3176744,6337009,0.501300219
3/8/2018,NFLX,2913721,5517846,0.528054063
3/7/2018,NFLX,5040711,8379678,0.60153994
3/6/2018,NFLX,5276874,8643108,0.610529685
3/5/2018,NFLX,4670104,8688212,0.537521875
3/2/2018,NFLX,2465021,5864644,0.420318949
3/1/2018,NFLX,2128066,5020282,0.423893718
2/28/2018,NFLX,1366992,3326511,0.410938668
2/27/2018,NFLX,1708975,4083382,0.418519502
2/26/2018,NFLX,1623064,4542863,0.357277778
2/23/2018,NFLX,1048101,3161179,0.331553829
2/22/2018,NFLX,1768664,3842756,0.460259251
2/21/2018,NFLX,1542516,4026720,0.383070092
2/20/2018,NFLX,1345741,3329273,0.404214674
2/16/2018,NFLX,1375493,3499129,0.393095825
2/15/2018,NFLX,2082552,4621783,0.450594933
2/14/2018,NFLX,1687496,4623162,0.365009057
2/13/2018,NFLX,1326018,3033947,0.437060371
2/12/2018,NFLX,1618273,3816718,0.423995957
2/9/2018,NFLX,2270947,6894425,0.32938889
2/8/2018,NFLX,1411639,3319838,0.425213218
2/7/2018,NFLX,1502806,3538080,0.424751843
2/6/2018,NFLX,2004542,4959856,0.404153266
2/5/2018,NFLX,1258499,4621453,0.272316737
2/2/2018,NFLX,1723996,3910414,0.440873012
2/1/2018,NFLX,1077650,3360054,0.320724012
1/31/2018,NFLX,1972316,5174537,0.381157966
1/30/2018,NFLX,1538988,5198074,0.29606889
1/29/2018,NFLX,2344761,7392174,0.31719505
1/26/2018,NFLX,1446666,4901933,0.295121537
1/25/2018,NFLX,2361552,7583482,0.311407346
1/24/2018,NFLX,2356404,7402766,0.318313992
1/23/2018,NFLX,3406146,11501921,0.296137141
1/22/2018,NFLX,2153613,6251037,0.344520917
1/19/2018,NFLX,1146246,4026313,0.284688746
1/18/2018,NFLX,886748,2629029,0.337291068
1/17/2018,NFLX,1554509,3940850,0.394460332
1/16/2018,NFLX,1711677,4112684,0.416194631
1/12/2018,NFLX,1572877,3570932,0.440466803
1/11/2018,NFLX,1168914,3386249,0.345194343
1/10/2018,NFLX,721515,2180468,0.330899146
1/9/2018,NFLX,657387,2326635,0.282548401
1/8/2018,NFLX,862800,2241549,0.384912398
1/5/2018,NFLX,1095867,2977203,0.368086086
1/4/2018,NFLX,887441,2453378,0.361722083
1/3/2018,NFLX,1286982,3975759,0.323707247
1/2/2018,NFLX,1777941,4986651,0.356540091
12/29/2017,NFLX,827570,2191327,0.377657009
12/28/2017,NFLX,1470785,4592459,0.320260889
12/27/2017,NFLX,383735,1428073,0.268708252
12/26/2017,NFLX,384398,1240556,0.30985945
12/22/2017,NFLX,444295,1435499,0.309505614
12/21/2017,NFLX,466162,1376753,0.338595231
12/20/2017,NFLX,513346,1557475,0.329601438
12/19/2017,NFLX,872754,2316618,0.37673626
12/18/2017,NFLX,561945,1968071,0.285530857
12/15/2017,NFLX,617770,1959903,0.315204375
12/14/2017,NFLX,1803374,3642234,0.495128539
12/13/2017,NFLX,543351,1543932,0.351926769
12/12/2017,NFLX,732512,1690383,0.433340846
12/11/2017,NFLX,658547,2023235,0.325492096
12/8/2017,NFLX,683713,1897487,0.360325525
12/7/2017,NFLX,522101,1971139,0.264872746
12/6/2017,NFLX,577087,1997016,0.28897465
12/5/2017,NFLX,652811,1858175,0.351318363
12/4/2017,NFLX,1242461,3522000,0.352771437
12/1/2017,NFLX,1024312,2110119,0.485428547
11/30/2017,NFLX,927876,2481308,0.373946322
11/29/2017,NFLX,2111340,5601441,0.376928008
11/28/2017,NFLX,1086932,2868994,0.378854748
11/27/2017,NFLX,529201,1259951,0.420017128
11/24/2017,NFLX,221569,1033659,0.214354057
11/22/2017,NFLX,1186857,2273564,0.522024891
11/21/2017,NFLX,486080,1644816,0.295522417
11/20/2017,NFLX,335668,1257772,0.266875078
11/17/2017,NFLX,467657,1344083,0.34793759
11/16/2017,NFLX,768885,2153043,0.357115487
11/15/2017,NFLX,395128,1377780,0.286785989
11/14/2017,NFLX,496028,1277273,0.388349241
11/13/2017,NFLX,660487,1828014,0.361313972
11/10/2017,NFLX,1361093,3045111,0.446976481
11/9/2017,NFLX,1086953,1992743,0.545455686
11/8/2017,NFLX,904146,1613356,0.560413201
11/7/2017,NFLX,1575071,2725802,0.577837642
11/6/2017,NFLX,1376110,2496866,0.551134903
11/3/2017,NFLX,662679,1436336,0.461367674
11/2/2017,NFLX,554793,1133010,0.489662933
11/1/2017,NFLX,902848,2127016,0.424466953
10/31/2017,NFLX,1224213,2339162,0.523355373
10/30/2017,NFLX,1032373,2192192,0.470931834
10/27/2017,NFLX,955237,3119265,0.306237848
10/26/2017,NFLX,605991,1977132,0.306500021
10/25/2017,NFLX,890127,2184943,0.407391406
10/24/2017,NFLX,1278262,3444536,0.371098459
10/23/2017,NFLX,1092063,3077318,0.354874927
10/20/2017,NFLX,899293,2587611,0.347537941
10/19/2017,NFLX,1195240,3173220,0.376664713
10/18/2017,NFLX,2083876,5392298,0.386454161
10/17/2017,NFLX,5274931,11961931,0.440976545
10/16/2017,NFLX,4521302,9458407,0.478019396
10/13/2017,NFLX,1730455,6090024,0.284145842
10/12/2017,NFLX,1327112,3672888,0.361326564
10/11/2017,NFLX,894485,2451024,0.364943387
10/10/2017,NFLX,1317369,2752054,0.478685738
10/9/2017,NFLX,1766223,3327788,0.530749856
10/6/2017,NFLX,3750937,7929385,0.473042613
10/5/2017,NFLX,3853754,9243949,0.416894771
10/4/2017,NFLX,1829346,4218369,0.43366192
10/3/2017,NFLX,575974,1629456,0.353476252
10/2/2017,NFLX,1625649,2971244,0.547127399
9/29/2017,NFLX,533643,1303098,0.409518701
9/28/2017,NFLX,570593,1389504,0.410645094
9/27/2017,NFLX,871741,2071570,0.420811752
9/26/2017,NFLX,989306,2347462,0.421436428
9/25/2017,NFLX,1342394,3913768,0.342992737
9/22/2017,NFLX,555758,1565620,0.354976303
9/21/2017,NFLX,949702,2963175,0.320501489
9/20/2017,NFLX,769080,1860346,0.413406968
9/19/2017,NFLX,885482,2228157,0.397405569
9/18/2017,NFLX,889771,2129707,0.417790335
9/15/2017,NFLX,615382,1705146,0.360896956
9/14/2017,NFLX,648600,1452994,0.446388629
9/13/2017,NFLX,874412,1762869,0.496016437
9/12/2017,NFLX,1521301,2572622,0.591342607
9/11/2017,NFLX,902482,2352331,0.383654341
9/8/2017,NFLX,913842,1856178,0.492324551
9/7/2017,NFLX,1375587,2542226,0.541095481
9/6/2017,NFLX,1642780,3088196,0.531954578
9/5/2017,NFLX,826911,1816291,0.455274513
9/1/2017,NFLX,601338,1408005,0.427085131
8/31/2017,NFLX,1215169,2380269,0.510517509
8/30/2017,NFLX,1467395,3192994,0.459567102
8/29/2017,NFLX,782753,1608108,0.486753999
8/28/2017,NFLX,443590,1201824,0.369097305
8/25/2017,NFLX,714281,1632892,0.437433094
8/24/2017,NFLX,805854,2205222,0.365429875
8/23/2017,NFLX,723213,1773630,0.407758664
8/22/2017,NFLX,573961,1867960,0.307266216
8/21/2017,NFLX,971476,2578030,0.376828819
8/18/2017,NFLX,1050359,2790025,0.376469387
8/17/2017,NFLX,641021,1993807,0.321506044
8/16/2017,NFLX,1399399,3236944,0.432321041
8/15/2017,NFLX,645959,2394598,0.269756761
8/14/2017,NFLX,1125796,3215112,0.350157631
8/11/2017,NFLX,822388,1902165,0.432343146
8/10/2017,NFLX,1222968,4176855,0.292796374
8/9/2017,NFLX,1313874,4011454,0.327530616
8/8/2017,NFLX,710018,1990705,0.356666608
8/7/2017,NFLX,732410,1988818,0.368263964
8/4/2017,NFLX,619290,1721212,0.359798793
8/3/2017,NFLX,681033,1877783,0.362679287
8/2/2017,NFLX,787086,2073926,0.379514988
8/1/2017,NFLX,649566,1774778,0.365998452
7/31/2017,NFLX,683161,1826301,0.37406813
7/28/2017,NFLX,1170838,2289617,0.511368495
7/27/2017,NFLX,2192418,4438907,0.493909424
7/26/2017,NFLX,952772,1985992,0.479746142
7/25/2017,NFLX,1013004,2356182,0.42993453
7/24/2017,NFLX,1559931,3806839,0.409770679
7/21/2017,NFLX,2339937,4511207,0.518694221
7/20/2017,NFLX,1586436,3390641,0.467886751
7/19/2017,NFLX,4219233,8507369,0.495950393
7/18/2017,NFLX,10138073,18864275,0.53742182
7/17/2017,NFLX,3130444,5853138,0.534831743
7/14/2017,NFLX,829928,2138880,0.388019898
7/13/2017,NFLX,1145588,2531991,0.452445526
7/12/2017,NFLX,1048145,3363772,0.311598111
7/11/2017,NFLX,707759,1944684,0.363945505
7/10/2017,NFLX,706458,1931095,0.365832857
7/7/2017,NFLX,702832,1999533,0.351498075
7/6/2017,NFLX,731290,1863166,0.392498575
7/5/2017,NFLX,568893,1654024,0.343944828
7/3/2017,NFLX,682395,1468873,0.464570456
6/30/2017,NFLX,732863,1924013,0.380903352
6/29/2017,NFLX,1340865,2773612,0.4834364
6/28/2017,NFLX,799237,2258771,0.353837109
6/27/2017,NFLX,1313577,2853383,0.460357758
6/26/2017,NFLX,1201259,2548389,0.471379762
6/23/2017,NFLX,954478,2492075,0.383005327
6/22/2017,NFLX,555268,1460915,0.380082346
6/21/2017,NFLX,927703,2494761,0.371860471
6/20/2017,NFLX,513805,1718839,0.298925612
6/19/2017,NFLX,735408,2155859,0.341120639
6/16/2017,NFLX,973457,2334898,0.416916285
6/15/2017,NFLX,966435,2675044,0.36127817
6/14/2017,NFLX,1061427,2367045,0.448418598
6/13/2017,NFLX,1315567,3356827,0.391907894
6/12/2017,NFLX,1954135,5898955,0.331267996
6/9/2017,NFLX,1937285,3987850,0.485796858
6/8/2017,NFLX,792935,1436146,0.552127012
6/7/2017,NFLX,785097,1500878,0.523091817
6/6/2017,NFLX,900417,1833922,0.490978897
6/5/2017,NFLX,837187,1575105,0.531511868
6/2/2017,NFLX,675718,1517795,0.445197145
6/1/2017,NFLX,549178,1512035,0.363204556
5/31/2017,NFLX,739011,2006456,0.368316574
5/30/2017,NFLX,880890,2192008,0.401864409
5/26/2017,NFLX,895549,2215602,0.404201206
5/25/2017,NFLX,1214897,3931184,0.309040991
5/24/2017,NFLX,299719,1198991,0.249976022
5/23/2017,NFLX,388692,1227486,0.316656972
5/22/2017,NFLX,571552,1535757,0.372163044
5/19/2017,NFLX,621945,1361675,0.456749959
5/18/2017,NFLX,679586,1942030,0.349935892
5/17/2017,NFLX,1055270,2710383,0.389343499
5/16/2017,NFLX,599360,1271137,0.471514872
5/15/2017,NFLX,972503,1837810,0.529164059
5/12/2017,NFLX,1111727,1933683,0.574927224
5/11/2017,NFLX,914194,2156683,0.423888907
5/10/2017,NFLX,1582966,2872547,0.55106705
5/9/2017,NFLX,555551,1601322,0.346932722
5/8/2017,NFLX,814973,2049487,0.397647314
5/5/2017,NFLX,1018347,2054689,0.495620992
5/4/2017,NFLX,1188772,2057260,0.577842373
5/3/2017,NFLX,880181,1584947,0.555337813
5/2/2017,NFLX,982134,2128013,0.461526316
5/1/2017,NFLX,2013438,4001953,0.503113855
4/28/2017,NFLX,1136449,2333336,0.487049015
4/27/2017,NFLX,1562723,2938997,0.531719835
4/26/2017,NFLX,2090538,3650763,0.572630434
4/25/2017,NFLX,4386538,9315032,0.470909601
4/24/2017,NFLX,993309,1942410,0.511379678
4/21/2017,NFLX,1515852,2503143,0.605579466
4/20/2017,NFLX,1324877,2795796,0.473881857
4/19/2017,NFLX,2820331,4758509,0.592692165
4/18/2017,NFLX,4960012,7562576,0.655862764
4/17/2017,NFLX,2898036,5313934,0.545365449
4/13/2017,NFLX,560581,1346232,0.416407425
4/12/2017,NFLX,633932,1441659,0.439723957
4/11/2017,NFLX,675839,1437049,0.47029642
4/10/2017,NFLX,935498,2221742,0.421065092
4/7/2017,NFLX,454885,1172355,0.388009605
4/6/2017,NFLX,528675,977290,0.540960206
4/5/2017,NFLX,903551,1603152,0.563609065
4/4/2017,NFLX,810873,1472282,0.550759298
4/3/2017,NFLX,933111,1532992,0.608686151
3/31/2017,NFLX,935964,1580561,0.59217202
3/30/2017,NFLX,946878,1749039,0.541370433
3/29/2017,NFLX,807035,1401318,0.575911392
3/28/2017,NFLX,770901,1754430,0.439402541
3/27/2017,NFLX,739905,1759695,0.420473434
3/24/2017,NFLX,675465,1161215,0.581688146
3/23/2017,NFLX,665644,1175311,0.566355628
3/22/2017,NFLX,1379022,2229583,0.618511175
3/21/2017,NFLX,1730862,2883326,0.600300486
3/20/2017,NFLX,784670,1391137,0.564049407
3/17/2017,NFLX,1138845,1871124,0.608642185
3/16/2017,NFLX,1008633,1866800,0.540300514
3/15/2017,NFLX,1271147,2311849,0.549839977
3/14/2017,NFLX,1109610,1994195,0.556420009
3/13/2017,NFLX,956348,1808651,0.52876315
3/10/2017,NFLX,607886,1193095,0.509503434
3/9/2017,NFLX,550627,1083066,0.508396534
3/8/2017,NFLX,824856,1718029,0.480117623
3/7/2017,NFLX,794798,1601619,0.496246611
3/6/2017,NFLX,1567726,3058342,0.512606504
3/3/2017,NFLX,1108230,2273820,0.487386864
3/2/2017,NFLX,1269384,2274213,0.558164077
3/1/2017,NFLX,646123,1481506,0.436125807
2/28/2017,NFLX,556268,1254064,0.443572258
2/27/2017,NFLX,965350,1686404,0.572431043
2/24/2017,NFLX,521993,1251302,0.417159886
2/23/2017,NFLX,819950,1617685,0.506866294
2/22/2017,NFLX,582515,1366137,0.426395742
2/21/2017,NFLX,592499,1523432,0.388923825
2/17/2017,NFLX,825774,1562733,0.528416563
